WAVELENGTH,FLUX,ERROR
872.632,1.0315,0.2086
872.833,0.5686,0.1470
873.034,0.6140,0.1520
873.235,0.4071,0.1116
873.437,0.5309,0.1063
873.638,1.1410,0.2998
873.839,0.2819,0.1257
874.040,0.6557,0.1197
874.241,0.5636,0.1150
874.443,0.9087,0.2014
874.644,0.6187,0.2100
874.845,0.7033,0.1844
875.047,0.4259,0.0966
875.248,0.3416,0.1002
875.450,0.5042,0.1110
875.652,0.5599,0.1019
875.853,0.9892,0.2537
876.055,0.5221,0.1031
876.257,0.5791,0.1045
876.458,0.4051,0.1055
876.660,0.4982,0.1107
876.862,0.5574,0.1206
877.064,0.4548,0.1165
